"dataset","source","yi","vi","weight"
"dosresmeta::coffee_stroke::coffee_stroke","dosresmeta",-0.248776323692698,0.0175776299744355,56.8904910078536
"dosresmeta::coffee_stroke::coffee_stroke","dosresmeta",0.128812573628007,0.00448117310444121,223.155851535598
"dosresmeta::coffee_stroke::coffee_stroke","dosresmeta",-0.50536761470749,0.0541530276820749,18.4661881856517
"dosresmeta::coffee_stroke::coffee_stroke","dosresmeta",-0.199799691333961,0.000807398422469525,1238.5458927965
"dosresmeta::coffee_stroke::coffee_stroke","dosresmeta",-0.185974506496834,0.00630287377894285,158.657786126208
"dosresmeta::coffee_stroke::coffee_stroke","dosresmeta",-0.128609224097682,0.000156342605567874,6396.20912270048
"dosresmeta::coffee_stroke::coffee_stroke","dosresmeta",-0.237213285033838,0.0103842526890228,96.2996596815384
"dosresmeta::coffee_stroke::coffee_stroke","dosresmeta",-0.00202420855180527,0.0309433884197911,32.3170813239189
"dosresmeta::coffee_stroke::coffee_stroke","dosresmeta",0.129333622398253,0.0278076554750775,35.9613201082791
"dosresmeta::coffee_stroke::coffee_stroke","dosresmeta",0.09751384219561,0.0228423652662693,43.7783035313192
